school_id,academic_year,grade_level,average_score,attendance_percentage,dropout_risk_flag
SCH_0097,2022,7.0,76.02,66.52,1.0
SCH_0101,2023,10.0,,83.92,
SCH_0078,2020,1.0,60.9,,
SCH_0085,2022,10.0,42.49,,
SCH_0109,2020,2.0,71.81,64.73,1.0
SCH_0004,2023,9.0,,,
SCH_0026,2020,4.0,65.85,98.46,0.0
SCH_0038,2019,4.0,48.99,,
SCH_0093,2023,2.0,,,
SCH_0048,2021,6.0,,,
SCH_0086,2024,1.0,94.82,79.4,0.0
SCH_0008,2022,8.0,85.08,,
SCH_0013,2024,9.0,,71.34,
SCH_0091,2023,10.0,77.85,,
SCH_0060,2020,,64.03,,
SCH_0102,2023,7.0,,94.61,
SCH_0076,2024,3.0,,98.77,
SCH_0107,2020,8.0,81.05,,
SCH_0003,2023,9.0,,,
SCH_0010,2022,10.0,55.07,,
SCH_0115,2024,12.0,,,
SCH_0088,2022,1.0,,83.13,
SCH_0083,2024,9.0,75.39,,
SCH_0112,2023,9.0,40.39,73.77,1.0
SCH_0114,2024,6.0,68.43,,
SCH_0052,2019,1.0,,,
SCH_0034,2023,9.0,79.99,,
SCH_0020,2021,4.0,,91.86,
SCH_0014,2022,6.0,,97.74,
SCH_0037,2020,2.0,,76.33,
SCH_0042,2021,5.0,,,
SCH_0100,2022,,85.53,,
SCH_0011,2020,6.0,58.31,95.73,0.0
SCH_0049,2024,3.0,,92.69,
SCH_0117,2022,9.0,74.38,93.36,0.0
SCH_0075,2024,,,,
SCH_0106,2021,8.0,,,
SCH_0012,2020,8.0,,,
SCH_0109,2022,8.0,,,
SCH_0079,2020,8.0,44.5,60.45,1.0
SCH_0042,2020,10.0,88.79,,
SCH_0069,2023,,84.39,,
SCH_0010,2024,7.0,,,
SCH_0105,2022,5.0,,,
SCH_0071,2020,10.0,50.21,,
SCH_0105,2021,8.0,77.48,69.84,1.0
SCH_0063,2021,4.0,70.32,,
SCH_0078,2021,9.0,77.72,,
SCH_0033,2024,6.0,47.08,79.55,1.0
SCH_0117,2019,2.0,64.64,83.07,0.0
SCH_0116,2023,2.0,,,
SCH_0088,2022,4.0,86.95,,
SCH_0090,2020,11.0,51.1,,
SCH_0105,2023,6.0,90.74,77.14,0.0
SCH_0021,2024,4.0,52.98,,
SCH_0006,2023,12.0,65.81,67.98,1.0
SCH_0075,2024,12.0,79.56,,
SCH_0098,2022,1.0,,,
SCH_0083,2019,5.0,,88.54,
SCH_0075,2022,10.0,,99.87,
SCH_0114,2022,,78.37,,
SCH_0107,2024,1.0,63.55,,
SCH_0091,2023,11.0,62.05,86.82,0.0
SCH_0035,2020,2.0,55.81,,
SCH_0072,2024,4.0,,91.34,
SCH_0077,2022,,65.44,,
SCH_0036,2019,7.0,76.69,,
SCH_0102,2021,9.0,60.01,,
SCH_0015,2019,8.0,,,
SCH_0036,2020,8.0,43.96,75.5,1.0
SCH_0008,2019,5.0,65.26,97.95,0.0
SCH_0051,2022,8.0,57.88,,
SCH_0102,2024,9.0,,,
SCH_0003,2022,4.0,59.52,62.87,1.0
SCH_0038,2021,12.0,89.2,92.33,0.0
SCH_0096,2023,,,89.97,
SCH_0069,2022,,,97.98,
SCH_0036,2021,5.0,,83.55,
SCH_0084,2019,5.0,45.23,,
SCH_0063,2020,2.0,80.39,66.19,1.0
SCH_0027,2020,4.0,79.17,,
SCH_0085,2022,6.0,47.65,,
SCH_0106,2023,,,98.97,
SCH_0120,2023,9.0,76.52,67.51,1.0
SCH_0069,2023,8.0,,69.58,
SCH_0030,2021,11.0,,69.38,
SCH_0001,2023,8.0,,,
SCH_0037,2020,2.0,61.93,,
SCH_0024,2020,8.0,,,
SCH_0064,2023,9.0,83.72,,
SCH_0099,2024,4.0,,92.11,
SCH_0035,2023,7.0,61.05,,
SCH_0097,2023,12.0,84.79,,
SCH_0072,2023,9.0,,81.11,
SCH_0059,2019,2.0,92.38,,
SCH_0098,2022,6.0,,,
SCH_0111,2024,5.0,75.33,62.08,1.0
SCH_0051,2023,7.0,,,
SCH_0049,2024,11.0,91.71,83.47,0.0
SCH_0018,2021,2.0,86.5,,
SCH_0099,2019,7.0,74.96,,
SCH_0039,2019,3.0,73.27,95.91,0.0
SCH_0080,2021,12.0,55.33,,
SCH_0019,2021,12.0,54.83,,
SCH_0101,2022,7.0,,88.15,
SCH_0077,2019,9.0,,81.0,
SCH_0108,2022,4.0,56.26,95.98,0.0
SCH_0002,2023,10.0,,,
SCH_0038,2023,12.0,80.34,,
SCH_0099,2022,7.0,63.37,,
SCH_0092,2022,6.0,55.04,,
SCH_0064,2021,8.0,,75.79,
SCH_0070,2024,9.0,,,
SCH_0012,2023,4.0,79.06,,
SCH_0105,2020,12.0,,,
SCH_0113,2023,6.0,,80.39,
SCH_0003,2022,6.0,,60.19,
SCH_0104,2019,4.0,92.41,,
SCH_0091,2024,,81.12,,
SCH_0039,2023,2.0,57.57,,
SCH_0049,2024,,,,
SCH_0086,2020,3.0,81.44,,
SCH_0008,2020,8.0,,,
SCH_0012,2022,3.0,78.29,69.25,1.0
SCH_0096,2020,3.0,41.25,,
SCH_0080,2024,5.0,75.52,,
SCH_0120,2024,11.0,56.37,,
SCH_0078,2019,2.0,62.38,,
SCH_0098,2021,10.0,65.48,,
SCH_0101,2020,8.0,50.57,,
SCH_0003,2021,12.0,,,
SCH_0094,2022,,46.37,,
SCH_0085,2021,1.0,,,
SCH_0116,2019,9.0,88.39,,
SCH_0015,2023,7.0,72.04,,
SCH_0010,2022,12.0,77.96,73.57,0.0
SCH_0108,2024,9.0,,,
SCH_0012,2024,9.0,,96.82,
SCH_0092,2019,4.0,,,
SCH_0095,2024,8.0,,,
SCH_0004,2019,1.0,93.08,,
SCH_0026,2019,9.0,90.5,,
SCH_0111,2022,3.0,87.92,77.58,0.0
SCH_0073,2021,8.0,,,
SCH_0056,2019,1.0,78.61,88.05,0.0
SCH_0116,2021,9.0,83.82,86.89,0.0
SCH_0069,2019,9.0,60.52,97.04,0.0
SCH_0024,2024,3.0,40.61,,
SCH_0073,2020,11.0,67.4,87.55,0.0
SCH_0035,2021,7.0,,,
SCH_0031,2021,5.0,88.84,95.94,0.0
SCH_0037,2019,2.0,,,
SCH_0077,2024,3.0,,,
SCH_0026,2021,8.0,,61.27,
SCH_0040,2020,2.0,93.08,,
SCH_0084,2021,6.0,,,
SCH_0056,2020,7.0,,,
SCH_0091,2020,10.0,,,
SCH_0112,2022,4.0,53.98,74.39,0.0
SCH_0024,2023,9.0,,93.26,
SCH_0044,2022,7.0,,89.47,
SCH_0030,2024,5.0,55.09,87.92,0.0
SCH_0025,2022,3.0,,92.53,
SCH_0008,2024,9.0,78.47,80.28,0.0
SCH_0018,2023,9.0,,,
SCH_0022,2022,11.0,,,
SCH_0118,2019,4.0,53.14,,
SCH_0118,2019,9.0,50.51,,
SCH_0078,2021,10.0,,77.76,
SCH_0042,2019,5.0,57.71,71.87,1.0
SCH_0025,2023,10.0,71.08,76.53,0.0
SCH_0094,2021,12.0,43.84,69.05,1.0
SCH_0042,2022,9.0,83.9,63.06,1.0
SCH_0087,2023,6.0,42.73,,
SCH_0081,2020,4.0,56.69,81.61,0.0
SCH_0097,2020,,82.51,68.5,1.0
SCH_0107,2024,9.0,83.08,97.79,0.0
SCH_0071,2021,10.0,,,
SCH_0108,2023,1.0,,67.78,
SCH_0051,2020,4.0,62.16,79.57,0.0
SCH_0042,2021,3.0,61.69,92.59,0.0
SCH_0046,2023,5.0,85.13,,
SCH_0071,2024,1.0,,65.39,
SCH_0030,2024,11.0,,93.98,
SCH_0064,2022,5.0,,,
SCH_0085,2022,11.0,,,
SCH_0027,2019,5.0,46.02,82.61,1.0
SCH_0077,2019,2.0,,,
SCH_0011,2022,12.0,94.3,92.3,0.0
SCH_0095,2021,3.0,,,
SCH_0092,2019,12.0,,,
SCH_0071,2021,2.0,55.15,75.83,0.0
SCH_0073,2021,11.0,,,
SCH_0090,2024,11.0,,,
SCH_0120,2024,7.0,,76.81,
SCH_0043,2020,,,77.53,
SCH_0019,2024,11.0,43.25,,
SCH_0107,2019,7.0,83.37,,
SCH_0068,2021,9.0,,64.87,
SCH_0082,2022,8.0,,75.36,
SCH_0068,2024,5.0,,,
SCH_0005,2024,5.0,70.8,,
SCH_0066,2019,,58.75,97.38,0.0
SCH_0107,2022,7.0,,73.05,
SCH_0050,2020,1.0,,,
SCH_0098,2019,3.0,,82.82,
SCH_0074,2023,8.0,,90.22,
SCH_0079,2019,6.0,,,
SCH_0054,2021,10.0,56.2,69.07,1.0
SCH_0014,2020,4.0,,,
SCH_0069,2022,2.0,42.94,99.87,1.0
SCH_0093,2023,6.0,75.46,91.98,0.0
SCH_0103,2019,10.0,50.81,,
SCH_0114,2024,1.0,,97.42,
SCH_0094,2021,4.0,,60.39,
SCH_0005,2019,2.0,41.11,,
SCH_0072,2020,6.0,,94.51,
SCH_0026,2024,12.0,63.27,,
SCH_0024,2022,7.0,49.58,,
SCH_0017,2021,5.0,64.03,,
SCH_0116,2023,7.0,88.65,,
SCH_0067,2024,3.0,,65.42,
SCH_0098,2021,10.0,48.42,,
SCH_0065,2021,4.0,44.46,,
SCH_0079,2023,8.0,,,
SCH_0033,2019,2.0,,,
SCH_0031,2019,3.0,,67.5,
SCH_0093,2022,12.0,,76.33,
SCH_0014,2020,4.0,86.13,74.76,0.0
SCH_0076,2019,10.0,71.51,,
SCH_0081,2024,2.0,,93.62,
SCH_0095,2020,12.0,51.11,,
SCH_0085,2022,1.0,,74.93,
SCH_0051,2022,6.0,,69.71,
SCH_0046,2024,9.0,,,
SCH_0070,2024,6.0,75.02,,
SCH_0024,2022,2.0,82.45,,
SCH_0069,2022,9.0,48.21,60.28,1.0
SCH_0026,2019,4.0,43.2,,
SCH_0107,2020,4.0,50.82,71.12,1.0
SCH_0091,2023,6.0,45.54,96.4,1.0
SCH_0066,2020,4.0,,79.98,
SCH_0053,2022,4.0,,94.52,
SCH_0080,2019,2.0,,,
SCH_0116,2023,2.0,58.11,,
SCH_0063,2020,8.0,,74.09,
SCH_0088,2022,5.0,,72.48,
SCH_0091,2022,7.0,92.05,,
SCH_0077,2019,11.0,83.58,,
SCH_0092,2024,2.0,,60.64,
SCH_0051,2023,12.0,,,
SCH_0073,2024,,,72.89,
SCH_0118,2022,12.0,45.63,,
SCH_0117,2024,12.0,64.47,,
SCH_0057,2024,10.0,47.9,,
SCH_0073,2019,4.0,,97.91,
SCH_0026,2021,5.0,,,
SCH_0116,2021,6.0,,,
SCH_0045,2023,10.0,,,
SCH_0041,2021,9.0,90.99,78.66,0.0
SCH_0106,2019,8.0,40.39,69.16,1.0
SCH_0060,2023,11.0,45.54,94.58,1.0
SCH_0078,2021,5.0,,,
SCH_0078,2022,5.0,65.8,,
SCH_0087,2019,,,89.89,
SCH_0056,2023,8.0,,72.76,
SCH_0111,2023,2.0,49.02,87.95,1.0
SCH_0033,2023,3.0,81.22,72.63,0.0
SCH_0022,2020,9.0,59.67,,
SCH_0030,2024,5.0,,80.22,
SCH_0041,2023,7.0,60.92,80.17,0.0
SCH_0071,2023,,,,
SCH_0064,2020,4.0,,92.6,
SCH_0112,2020,5.0,,,
SCH_0097,2021,6.0,,,
SCH_0018,2021,10.0,,87.78,
SCH_0053,2023,9.0,76.22,,
SCH_0007,2023,3.0,79.24,,
SCH_0008,2021,2.0,71.55,,
SCH_0043,2021,8.0,55.78,,
SCH_0032,2023,8.0,65.45,76.91,0.0
SCH_0051,2023,8.0,72.91,,
SCH_0014,2021,,93.82,,
SCH_0064,2022,11.0,,,
SCH_0104,2019,3.0,42.26,61.79,1.0
SCH_0042,2019,9.0,47.89,,
SCH_0003,2020,6.0,,87.42,
SCH_0120,2020,11.0,53.76,,
SCH_0105,2020,9.0,,,
SCH_0057,2023,12.0,,65.18,
SCH_0097,2019,4.0,79.55,,
SCH_0006,2021,1.0,53.85,88.55,0.0
SCH_0102,2024,1.0,,67.73,
SCH_0023,2021,4.0,42.29,62.52,1.0
SCH_0055,2024,2.0,,81.89,
SCH_0013,2023,,,70.65,
SCH_0026,2021,2.0,88.47,71.68,1.0
SCH_0081,2019,2.0,,64.15,
SCH_0112,2019,8.0,92.51,,
SCH_0077,2021,6.0,58.49,,
SCH_0012,2020,10.0,,97.48,
SCH_0065,2020,10.0,,,
SCH_0080,2019,4.0,,,
SCH_0006,2024,5.0,,,
SCH_0081,2024,11.0,,86.2,
SCH_0016,2022,4.0,,70.29,
SCH_0033,2021,4.0,,,
SCH_0042,2020,4.0,,,
SCH_0035,2021,3.0,,,
SCH_0046,2021,,,,
SCH_0037,2024,11.0,,84.3,
SCH_0067,2019,12.0,93.68,,
SCH_0094,2021,2.0,,,
SCH_0105,2020,4.0,,65.21,
SCH_0002,2020,8.0,64.99,,
SCH_0100,2023,9.0,,67.85,
SCH_0021,2023,7.0,51.99,,
SCH_0111,2021,7.0,59.98,,
SCH_0065,2019,10.0,,,
SCH_0096,2024,8.0,73.0,90.67,0.0
SCH_0030,2024,4.0,,,
SCH_0016,2021,9.0,,88.54,
SCH_0116,2019,4.0,,67.02,
SCH_0054,2019,5.0,,,
SCH_0040,2022,12.0,48.47,96.89,1.0
SCH_0074,2020,7.0,77.51,,
SCH_0096,2019,7.0,48.42,,
SCH_0006,2024,6.0,,96.98,
SCH_0109,2024,7.0,56.25,,
SCH_0036,2020,5.0,,64.45,
SCH_0054,2019,3.0,62.32,,
SCH_0019,2022,7.0,,86.23,
SCH_0054,2021,1.0,72.77,85.46,0.0
SCH_0064,2023,4.0,88.72,93.95,0.0
SCH_0100,2020,12.0,41.1,,
SCH_0015,2020,4.0,62.01,96.44,0.0
SCH_0065,2023,5.0,76.37,,
SCH_0094,2019,12.0,56.38,,
SCH_0036,2019,12.0,,66.65,
SCH_0013,2019,5.0,,,
SCH_0021,2023,9.0,,97.57,
SCH_0045,2024,4.0,69.04,94.03,0.0
SCH_0093,2020,10.0,59.27,,
SCH_0026,2022,10.0,,,
SCH_0041,2020,2.0,89.13,88.23,0.0
SCH_0120,2023,8.0,40.38,65.25,1.0
SCH_0116,2024,5.0,,88.98,
SCH_0060,2022,8.0,46.31,68.15,1.0
SCH_0039,2019,10.0,55.33,67.83,1.0
SCH_0082,2024,3.0,59.42,,
SCH_0050,2024,7.0,,83.43,
SCH_0075,2021,7.0,,,
SCH_0041,2020,4.0,,71.39,
SCH_0031,2019,7.0,81.31,,
SCH_0114,2024,1.0,92.6,,
SCH_0081,2024,1.0,48.21,,
SCH_0074,2020,5.0,67.72,,
SCH_0101,2023,4.0,87.03,,
SCH_0018,2022,3.0,79.22,,
SCH_0120,2021,5.0,,,
SCH_0059,2024,8.0,66.69,,
SCH_0038,2019,9.0,48.57,,
SCH_0066,2019,6.0,94.68,64.06,1.0
SCH_0029,2022,1.0,50.64,99.16,1.0
SCH_0068,2021,9.0,,,
SCH_0007,2022,12.0,,92.58,
SCH_0029,2019,7.0,,,
SCH_0097,2022,6.0,44.06,81.18,1.0
SCH_0067,2020,10.0,,,
SCH_0031,2021,5.0,73.98,94.6,0.0
SCH_0063,2022,9.0,,,
SCH_0053,2020,10.0,77.61,,
SCH_0025,2022,5.0,71.96,,
SCH_0056,2022,8.0,62.78,,
SCH_0043,2021,4.0,,,
SCH_0008,2019,11.0,54.89,,
SCH_0004,2024,6.0,41.27,65.71,1.0
SCH_0106,2024,4.0,,61.1,
SCH_0120,2021,5.0,,,
SCH_0112,2022,5.0,,89.54,
SCH_0023,2024,2.0,83.32,67.93,1.0
SCH_0020,2024,9.0,66.04,,
SCH_0030,2021,11.0,,89.11,
SCH_0068,2024,11.0,,,
SCH_0049,2022,5.0,,61.71,
SCH_0098,2024,1.0,59.05,,
SCH_0040,2023,7.0,,,
SCH_0110,2022,,87.32,97.5,0.0
SCH_0093,2022,8.0,,96.93,
SCH_0076,2024,6.0,,72.73,
SCH_0113,2024,12.0,57.7,62.06,1.0
SCH_0008,2022,4.0,81.7,,
SCH_0091,2024,12.0,,,
SCH_0033,2019,3.0,,,
SCH_0098,2024,,,,
SCH_0083,2021,9.0,,76.81,
SCH_0087,2019,1.0,,71.37,
SCH_0048,2024,6.0,,86.69,
SCH_0023,2022,2.0,56.29,,
SCH_0035,2023,8.0,55.99,90.06,0.0
SCH_0086,2023,11.0,,77.41,
SCH_0077,2024,9.0,84.73,97.47,0.0
SCH_0068,2019,1.0,62.11,,
SCH_0059,2020,3.0,58.78,68.2,1.0
SCH_0059,2020,8.0,,,
SCH_0005,2023,2.0,82.72,,
SCH_0044,2019,11.0,,85.98,
SCH_0084,2019,1.0,,,
SCH_0030,2019,12.0,,63.97,
SCH_0095,2023,10.0,,,
SCH_0064,2021,7.0,52.88,83.61,0.0
SCH_0108,2023,8.0,,79.25,
SCH_0041,2019,8.0,81.54,,
SCH_0104,2024,9.0,83.33,91.14,0.0
SCH_0087,2024,2.0,65.33,70.01,1.0
SCH_0023,2019,2.0,57.16,,
SCH_0077,2023,,77.37,,
SCH_0080,2024,5.0,,95.59,
SCH_0108,2019,8.0,,82.16,
SCH_0104,2024,11.0,66.45,79.28,0.0
SCH_0045,2020,,82.87,,
SCH_0106,2021,5.0,54.04,88.85,0.0
SCH_0047,2019,3.0,,70.35,
SCH_0106,2021,12.0,66.64,,
SCH_0011,2022,9.0,92.45,,
SCH_0085,2021,1.0,86.77,,
SCH_0099,2022,5.0,53.72,91.45,0.0
SCH_0057,2019,3.0,93.31,,
SCH_0010,2024,4.0,49.19,90.24,1.0
SCH_0092,2022,3.0,93.36,87.0,0.0
SCH_0070,2020,5.0,48.23,,
SCH_0048,2020,2.0,42.61,86.99,1.0
SCH_0073,2023,12.0,42.15,,
SCH_0104,2021,6.0,,,
SCH_0024,2022,12.0,83.06,,
SCH_0002,2019,1.0,52.53,90.08,0.0
SCH_0074,2022,6.0,42.78,99.02,1.0
SCH_0075,2019,12.0,,,
SCH_0057,2024,2.0,,,
SCH_0033,2024,7.0,77.11,,
SCH_0001,2020,11.0,68.72,96.7,0.0
SCH_0019,2019,2.0,,80.58,
SCH_0050,2023,12.0,,,
SCH_0110,2019,4.0,84.98,,
SCH_0068,2024,,,,
SCH_0115,2022,2.0,72.74,,
SCH_0046,2020,1.0,,90.49,
SCH_0063,2020,10.0,64.68,61.36,1.0
SCH_0077,2019,12.0,,90.17,
SCH_0061,2023,11.0,60.33,66.68,1.0
SCH_0061,2024,3.0,92.5,64.62,1.0
SCH_0014,2022,12.0,93.11,,
SCH_0103,2020,2.0,83.88,,
SCH_0094,2022,,,,
SCH_0080,2023,,62.08,97.01,0.0
SCH_0013,2020,7.0,63.75,72.86,0.0
SCH_0114,2022,5.0,,,
SCH_0111,2023,6.0,,,
SCH_0002,2021,2.0,92.24,75.02,0.0
SCH_0045,2023,8.0,43.39,,
SCH_0070,2024,8.0,82.2,92.09,0.0
SCH_0112,2020,4.0,49.11,,
SCH_0002,2023,9.0,,,
SCH_0060,2021,8.0,48.44,,
SCH_0037,2023,,80.39,67.88,1.0
SCH_0026,2019,8.0,71.27,,
SCH_0064,2020,4.0,,,
SCH_0057,2019,10.0,70.46,,
SCH_0016,2023,9.0,,,
SCH_0001,2022,6.0,,89.02,
SCH_0052,2023,7.0,,90.13,
SCH_0039,2020,3.0,74.99,60.7,1.0
SCH_0111,2024,10.0,,,
SCH_0097,2020,6.0,76.78,,
SCH_0043,2021,2.0,,81.23,
SCH_0110,2024,4.0,,63.08,
SCH_0050,2023,6.0,40.63,,
SCH_0015,2021,1.0,90.95,62.71,1.0
SCH_0006,2021,2.0,,,
SCH_0088,2021,,,63.77,
SCH_0109,2023,10.0,,75.15,
SCH_0049,2023,6.0,,63.41,
SCH_0060,2020,,46.03,61.81,1.0
SCH_0052,2020,12.0,,,
SCH_0071,2020,12.0,63.62,,
SCH_0094,2023,9.0,,91.83,
SCH_0002,2024,4.0,,,
SCH_0116,2023,3.0,61.62,,
SCH_0092,2019,10.0,,84.71,
SCH_0039,2022,9.0,59.41,62.48,1.0
SCH_0026,2020,1.0,,,
SCH_0030,2022,4.0,,,
SCH_0047,2019,5.0,,,
SCH_0106,2024,,68.01,68.56,1.0
SCH_0048,2021,7.0,,,
SCH_0015,2019,4.0,,76.08,
SCH_0012,2022,10.0,64.09,,
SCH_0068,2022,1.0,89.15,,
SCH_0063,2022,1.0,,,
SCH_0111,2023,6.0,77.21,64.24,1.0
SCH_0001,2020,3.0,58.7,,
SCH_0078,2022,4.0,55.98,,
SCH_0037,2023,12.0,,,
SCH_0093,2021,2.0,89.97,90.87,0.0
SCH_0018,2023,4.0,48.28,,
SCH_0057,2022,7.0,52.64,,
SCH_0072,2020,8.0,40.95,86.18,1.0
SCH_0105,2023,5.0,80.47,73.51,0.0
SCH_0071,2019,7.0,45.37,96.04,1.0
SCH_0040,2023,2.0,88.41,,
SCH_0074,2020,2.0,,,
SCH_0108,2024,4.0,,,
SCH_0020,2023,11.0,,85.6,
SCH_0104,2019,3.0,,94.22,
SCH_0005,2019,12.0,,,
SCH_0093,2021,,,92.12,
SCH_0038,2021,6.0,53.58,73.2,0.0
SCH_0086,2022,5.0,63.01,,
SCH_0085,2021,10.0,72.04,79.65,0.0
SCH_0017,2024,10.0,88.29,66.93,1.0
SCH_0052,2024,10.0,71.32,,
SCH_0016,2021,10.0,,,
SCH_0076,2021,3.0,,78.35,
SCH_0013,2019,4.0,57.36,,
SCH_0103,2024,3.0,,90.83,
SCH_0027,2021,,,97.81,
SCH_0015,2022,4.0,86.1,,
SCH_0079,2020,11.0,,,
SCH_0100,2023,2.0,40.75,,
SCH_0114,2024,10.0,,,
SCH_0087,2024,2.0,,92.59,
SCH_0076,2022,6.0,69.02,,
SCH_0037,2019,6.0,59.22,,
SCH_0118,2024,2.0,47.77,75.79,1.0
SCH_0019,2022,1.0,,,
SCH_0113,2023,11.0,,96.36,
SCH_0104,2024,11.0,92.8,,
SCH_0115,2022,9.0,,,
SCH_0042,2024,6.0,73.93,,
SCH_0006,2019,1.0,50.4,,
SCH_0118,2023,8.0,84.44,,
SCH_0025,2020,2.0,,66.79,
SCH_0030,2019,5.0,,68.51,
SCH_0033,2023,7.0,84.37,,
SCH_0021,2022,6.0,,,
SCH_0054,2023,2.0,,,
SCH_0039,2019,6.0,80.18,96.04,0.0
SCH_0087,2022,,,,
SCH_0024,2023,,,,
SCH_0049,2023,,,88.43,
SCH_0069,2021,2.0,,,
SCH_0094,2020,3.0,47.05,83.57,1.0
SCH_0008,2022,6.0,70.31,60.9,1.0
SCH_0004,2023,,55.17,90.43,0.0
SCH_0118,2023,5.0,41.04,73.49,1.0
SCH_0055,2019,9.0,81.47,,
SCH_0070,2019,2.0,,72.21,
SCH_0108,2020,3.0,,,
SCH_0119,2024,6.0,,,
SCH_0012,2019,12.0,77.69,,
SCH_0036,2019,11.0,47.87,64.7,1.0
SCH_0008,2024,7.0,41.37,,
SCH_0118,2023,4.0,87.81,65.69,1.0
SCH_0037,2020,,,91.12,
SCH_0096,2021,10.0,,82.42,
SCH_0072,2024,4.0,41.25,,
SCH_0113,2020,6.0,50.86,,
SCH_0092,2019,11.0,83.11,94.17,0.0
SCH_0008,2019,11.0,40.88,60.35,1.0
SCH_0052,2020,8.0,89.57,91.12,0.0
SCH_0098,2023,1.0,,98.3,
SCH_0077,2024,10.0,,,
SCH_0015,2024,9.0,45.45,,
SCH_0043,2021,6.0,77.12,,
SCH_0080,2022,10.0,,70.6,
SCH_0003,2019,12.0,,72.05,
SCH_0098,2019,4.0,73.54,96.83,0.0
SCH_0091,2021,2.0,52.31,66.91,1.0
SCH_0103,2021,,,71.34,
SCH_0026,2019,6.0,67.59,,
SCH_0070,2022,4.0,62.34,70.99,1.0
SCH_0084,2021,,74.03,91.9,0.0
SCH_0084,2023,12.0,79.72,,
SCH_0051,2022,2.0,84.07,,
SCH_0077,2024,4.0,64.52,,
SCH_0078,2020,4.0,67.23,86.79,0.0
SCH_0038,2021,9.0,78.93,76.86,0.0
SCH_0004,2021,4.0,54.15,,
SCH_0061,2020,1.0,40.63,,
SCH_0033,2023,,,,
SCH_0051,2023,12.0,60.17,70.91,1.0
SCH_0096,2019,11.0,,85.29,
SCH_0053,2021,12.0,,93.07,
SCH_0035,2020,4.0,91.79,,
SCH_0051,2021,,,,
SCH_0090,2023,4.0,,77.03,
SCH_0098,2020,6.0,92.65,,
SCH_0080,2020,6.0,,,
SCH_0055,2023,1.0,57.44,,
SCH_0104,2022,9.0,,,
SCH_0026,2021,10.0,,89.5,
SCH_0024,2020,4.0,94.11,63.88,1.0
SCH_0067,2021,5.0,,62.4,
SCH_0006,2024,7.0,,,
SCH_0092,2021,11.0,67.03,60.56,1.0
SCH_0109,2021,1.0,66.82,76.86,0.0
SCH_0065,2024,12.0,,60.89,
SCH_0106,2019,8.0,,84.04,
SCH_0099,2021,7.0,,,
SCH_0039,2021,7.0,,97.3,
SCH_0065,2019,4.0,87.52,,
SCH_0001,2022,7.0,86.52,62.79,1.0
SCH_0078,2020,5.0,58.65,70.89,1.0
SCH_0051,2022,7.0,,76.12,
SCH_0096,2021,8.0,91.22,,
SCH_0101,2023,3.0,70.12,84.11,0.0
SCH_0116,2020,9.0,,,
SCH_0009,2022,6.0,74.5,,
SCH_0032,2020,9.0,54.22,76.97,0.0
SCH_0113,2022,3.0,,65.65,
SCH_0118,2020,2.0,,81.49,
SCH_0036,2022,11.0,54.03,,
SCH_0097,2021,6.0,60.78,,
SCH_0098,2023,10.0,46.09,,
SCH_0097,2024,12.0,,,
SCH_0070,2024,9.0,,86.29,
SCH_0113,2022,2.0,,,
SCH_0011,2021,12.0,43.15,,
SCH_0038,2023,2.0,,,
SCH_0039,2019,8.0,,,
SCH_0065,2022,2.0,,,
SCH_0044,2023,9.0,47.3,74.43,1.0
SCH_0087,2021,,,,
SCH_0033,2022,2.0,,,
SCH_0045,2024,12.0,53.51,89.5,0.0
SCH_0063,2023,12.0,50.9,65.94,1.0
SCH_0089,2020,12.0,,74.15,
SCH_0028,2019,12.0,,,
SCH_0119,2020,5.0,84.24,87.5,0.0
SCH_0092,2019,,40.6,92.79,1.0
SCH_0009,2021,4.0,69.56,,
SCH_0089,2020,11.0,,,
SCH_0094,2021,6.0,,,
SCH_0007,2024,10.0,88.69,,
SCH_0096,2023,3.0,,,
SCH_0065,2023,,,,
SCH_0108,2022,6.0,84.08,61.97,1.0
SCH_0084,2023,12.0,,,
SCH_0013,2019,5.0,,90.58,
SCH_0031,2022,10.0,,,
SCH_0004,2020,12.0,,92.17,
SCH_0011,2021,2.0,,78.94,
SCH_0028,2023,9.0,87.93,,
SCH_0104,2022,8.0,72.35,65.64,1.0
SCH_0067,2023,10.0,,,
SCH_0072,2022,12.0,,,
SCH_0064,2023,6.0,,85.66,
SCH_0012,2023,12.0,,82.6,
SCH_0072,2019,2.0,60.41,93.85,0.0
SCH_0106,2022,6.0,61.93,,
SCH_0051,2024,1.0,50.19,85.53,1.0
SCH_0057,2023,11.0,73.67,99.72,0.0
SCH_0103,2021,12.0,43.85,,
SCH_0096,2022,6.0,79.85,72.01,0.0
SCH_0071,2019,8.0,75.73,,
SCH_0069,2019,3.0,,70.6,
SCH_0099,2023,9.0,,,
SCH_0001,2021,10.0,58.44,,
SCH_0042,2022,12.0,82.45,60.28,1.0
SCH_0103,2022,,,83.58,
SCH_0050,2024,12.0,41.11,96.33,1.0
SCH_0012,2021,6.0,61.6,,
SCH_0057,2020,3.0,,86.6,
SCH_0062,2019,11.0,67.96,92.9,0.0
SCH_0041,2020,12.0,67.88,,
SCH_0081,2023,3.0,,,
SCH_0030,2019,3.0,,,
SCH_0038,2022,8.0,48.61,,
SCH_0056,2023,11.0,67.48,95.47,0.0
SCH_0110,2023,8.0,,,
SCH_0061,2022,5.0,52.24,,
